,발생년,발생년월일시,발생분,주야,요일,사망자수,사상자수,중상자수,경상자수,부상신고자수,발생지시도,발생지시군구,사고유형_대분류,사고유형_중분류,사고유형,법규위반_대분류,법규위반,도로형태_대분류,도로형태,당사자종별_1당_대분류,당사자종별_1당,당사자종별_2당_대분류,당사자종별_2당,발생위치X_UTMK,발생위치Y_UTMK,경도,위도
335,2017,2017-01-31 06:00,30,주간,화,1,1,0,0,0,광주,서구,차대사람,횡단중,횡단중,운전자법규위반,신호위반,단일로,기타단일로,승용차,승용차,보행자,보행자,943573,1684337,126.88048418,35.15269321
336,2017,2017-01-31 09:00,15,주간,화,1,1,0,0,0,전남,나주시,차대차,측면충돌,측면충돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,원동기장치자전거,원동기장치자전거,919649,1660940,126.62019524,34.93999453
337,2017,2017-01-31 10:00,13,주간,화,1,1,0,0,0,경남,진주시,차대차,추돌,추돌,운전자법규위반,차로위반(진로변경 위반),단일로,기타단일로,승용차,승용차,화물차,화물차,1054389,1682113,128.09699514,35.13275232
338,2017,2017-01-31 14:00,24,주간,화,1,2,1,0,0,대전,서구,차대사람,횡단중,횡단중,운전자법규위반,신호위반,단일로,기타단일로,화물차,화물차,보행자,보행자,989442,1813007,127.38238649,36.31435201
339,2017,2017-01-31 17:00,11,주간,화,1,1,0,0,0,전남,완도군,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,교차로,교차로내,화물차,화물차,보행자,보행자,936094,1600521,126.80474542,34.39646793
340,2017,2017-01-31 19:00,32,야간,화,1,1,0,0,0,강원,정선군,차량단독,공작물충돌,공작물충돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,없음,없음,1113294,1916674,128.77734061,37.24205326
341,2017,2017-01-31 23:00,23,야간,화,1,1,0,0,0,전남,여수시,차대차,추돌,추돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,화물차,화물차,1008617,1654909,127.59395244,34.88879345
342,2017,2017-02-01 07:00,0,주간,수,1,1,0,0,0,경기,화성시,차대사람,길가장자리구역통행중,길가장자리구역통행중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,보행자,보행자,947848,1898016,126.91325775,37.07930524
343,2017,2017-02-01 11:00,30,주간,수,1,2,1,0,0,경남,합천군,차대차,추돌,추돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,화물차,화물차,화물차,화물차,1058417,1717631,128.1437363,35.45277227
344,2017,2017-02-01 15:00,50,주간,수,1,3,0,0,2,인천,남동구,차대차,추돌,추돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,화물차,화물차,화물차,화물차,932580,1936008,126.73805502,37.42076266
345,2017,2017-02-01 15:00,35,주간,수,1,1,0,0,0,전남,여수시,차량단독,전도전복,전도전복,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,이륜차,이륜차,없음,없음,1021390,1638436,127.73367016,34.74013972
346,2017,2017-02-01 16:00,10,주간,수,1,7,0,6,0,광주,북구,차대차,추돌,추돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,화물차,화물차,승용차,승용차,945432,1690746,126.9010718,35.21048933
347,2017,2017-02-01 17:00,43,주간,수,1,7,4,2,0,전남,해남군,차대차,정면충돌,정면충돌,운전자법규위반,중앙선 침범,단일로,기타단일로,승용차,승용차,승합차,승합차,916025,1619074,126.58595072,34.56299358
348,2017,2017-02-01 18:00,55,야간,수,1,1,0,0,0,서울,도봉구,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,화물차,화물차,보행자,보행자,959876,1964315,127.04497965,37.6774881
349,2017,2017-02-01 19:00,25,야간,수,1,3,2,0,0,전남,영암군,차대차,추돌,추돌,운전자법규위반,과속,단일로,기타단일로,승용차,승용차,이륜차,이륜차,926252,1655392,126.69554585,34.90101952
350,2017,2017-02-01 22:00,40,야간,수,1,2,0,1,0,경남,창녕군,차량단독,공작물충돌,공작물충돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,없음,없음,1092246,1718597,128.51658763,35.45891793
351,2017,2017-02-02 03:00,48,야간,목,1,5,1,0,3,경기,용인시,차대차,기타,기타,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,승용차,승용차,983396,1916316,127.31278432,37.24556808
352,2017,2017-02-02 05:00,15,야간,목,1,1,0,0,0,충북,청주시,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,화물차,화물차,보행자,보행자,954149,1951974,127.43999979,36.67525865
353,2017,2017-02-02 06:00,35,주간,목,1,1,0,0,0,부산,해운대구,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,보행자,보행자,1151640,1686406,129.16476689,35.1618215
354,2017,2017-02-02 09:00,20,주간,목,1,1,0,0,0,경남,함안군,차대사람,보도통행중,보도통행중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,건설기계,건설기계,보행자,보행자,1093124,1706214,128.52484811,35.34719847
355,2017,2017-02-02 09:00,30,주간,목,1,1,0,0,0,경남,창원시(통합),차대차,측면충돌,측면충돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,자전거,자전거,1091394,1694222,128.50447503,35.23924315
356,2017,2017-02-02 15:00,37,주간,목,1,1,0,0,0,서울,양천구,차량단독,공작물충돌,공작물충돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,없음,없음,944651,1947090,126.87363384,37.52144716
357,2017,2017-02-02 16:00,0,주간,목,1,2,1,0,0,제주,서귀포시,차대차,정면충돌,정면충돌,운전자법규위반,중앙선 침범,기타,기타,승용차,승용차,승용차,승용차,939169,1494242,126.84556646,33.43818225
358,2017,2017-02-02 17:00,0,주간,목,1,1,0,0,0,충남,논산시,차대차,정면충돌,정면충돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,화물차,화물차,968622,1808044,127.15065896,36.26915573
359,2017,2017-02-02 18:00,10,야간,목,1,1,0,0,0,강원,화천군,차대차,측면충돌,측면충돌,운전자법규위반,중앙선 침범,단일로,기타단일로,이륜차,이륜차,승합차,승합차,1019632,2013812,127.72398426,38.12427134
360,2017,2017-02-02 18:00,37,야간,목,1,1,0,0,0,경기,동두천시,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,보행자,보행자,961703,1989524,127.06436597,37.90477393
361,2017,2017-02-02 18:00,3,야간,목,1,1,0,0,0,제주,제주시,차량단독,전도전복,전도전복,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,없음,없음,895748,1494362,126.37848142,33.43592003
362,2017,2017-02-02 18:00,15,야간,목,1,1,0,0,0,제주,제주시,차량단독,전도,전도,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,화물차,화물차,없음,없음,882862,1488740,126.24061638,33.38389218
363,2017,2017-02-02 19:00,12,야간,목,1,1,0,0,0,경기,안양시,차대사람,차도통행중,차도통행중,운전자법규위반,안전운전 의무 불이행,교차로,교차로내,승용차,승용차,보행자,보행자,947428,1936433,126.90581953,37.42555574
364,2017,2017-02-02 21:00,37,야간,목,1,3,0,1,1,울산,울주군,차대차,정면충돌,정면충돌,운전자법규위반,중앙선 침범,단일로,고가도로위,승용차,승용차,승용차,승용차,1158507,1727492,129.24830672,35.53072816
365,2017,2017-02-02 23:00,2,야간,목,1,1,0,0,0,경기,남양주시,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,교차로,교차로부근,화물차,화물차,보행자,보행자,970255,1965914,127.1626137,37.69229561
366,2017,2017-02-03 00:00,42,야간,금,1,1,0,0,0,서울,양천구,차량단독,전도,전도,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,이륜차,이륜차,없음,없음,944521,1948172,126.87208101,37.5311915
367,2017,2017-02-03 00:00,18,야간,금,1,1,0,0,0,서울,동대문구,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,보행자,보행자,961948,1954633,127.06898058,37.59031055
368,2017,2017-02-03 01:00,50,야간,금,1,3,0,2,0,경기,고양시,차대차,정면충돌,정면충돌,운전자법규위반,중앙선 침범,단일로,기타단일로,승용차,승용차,승용차,승용차,941679,1960727,126.83891671,37.64417346
369,2017,2017-02-03 02:00,26,야간,금,1,2,0,1,0,경북,안동시,차대차,추돌,추돌,운전자법규위반,안전운전 의무 불이행,단일로,교량위,승합차,승합차,승용차,승용차,1092574,1845332,128.53504197,36.60133297
370,2017,2017-02-03 08:00,50,주간,금,1,1,0,0,0,경기,남양주시,차대사람,횡단중,횡단중,운전자법규위반,기타(운전자법규위반),단일로,기타단일로,화물차,화물차,보행자,보행자,969908,1955360,127.15911288,37.59715808
371,2017,2017-02-03 11:00,50,주간,금,1,1,0,0,0,광주,북구,차대차,측면충돌,측면충돌,운전자법규위반,앞지르기 방법위반,교차로,교차로부근,화물차,화물차,원동기장치자전거,원동기장치자전거,946428,1687438,126.91162654,35.18081026
372,2017,2017-02-03 13:00,30,주간,금,1,1,0,0,0,인천,강화군,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,화물차,화물차,보행자,보행자,907345,1968147,126.44883798,37.70821914
373,2017,2017-02-03 14:00,57,주간,금,1,1,0,0,0,전북,고창군,차대차,측면충돌,측면충돌,운전자법규위반,직진 및 우회전차의 통행방해,교차로,교차로내,화물차,화물차,원동기장치자전거,원동기장치자전거,926804,1715824,126.69258258,35.43614306
374,2017,2017-02-03 16:00,0,주간,금,1,1,0,0,0,경남,창원시(통합),차량단독,공작물충돌,공작물충돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,이륜차,이륜차,없음,없음,1102477,1691894,128.62597402,35.21718329
375,2017,2017-02-03 18:00,40,야간,금,1,1,0,0,0,울산,울주군,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,화물차,화물차,보행자,보행자,1152485,1719364,129.18038458,35.45841649
376,2017,2017-02-03 19:00,37,야간,금,1,1,0,0,0,충남,예산군,차대차,추돌,추돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,승용차,승용차,932688,1854963,126.74653339,36.69026689
377,2017,2017-02-03 19:00,53,야간,금,1,1,0,0,0,충북,보은군,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,보행자,보행자,1018248,1829770,127.70367164,36.46536049
378,2017,2017-02-03 20:00,13,야간,금,1,1,0,0,0,부산,남구,차대차,기타,기타,운전자법규위반,신호위반,교차로,교차로내,원동기장치자전거,원동기장치자전거,승합차,승합차,1146596,1682493,129.10891966,35.12696839
379,2017,2017-02-03 21:00,47,야간,금,1,1,0,0,0,경기,부천시,차대차,추돌,추돌,운전자법규위반,안전거리 미확보,교차로,교차로부근,승합차,승합차,자전거,자전거,938333,1947831,126.80207753,37.52772495
380,2017,2017-02-03 22:00,40,야간,금,1,2,1,0,0,충북,보은군,차대차,기타,기타,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승합차,승합차,승용차,승용차,1031697,1828418,127.85372274,36.45282155
381,2017,2017-02-03 23:00,40,야간,금,1,1,0,0,0,서울,서초구,차량단독,기타,기타,운전자법규위반,안전운전 의무 불이행,기타,기타,승용차,승용차,없음,없음,955706,1945721,126.99881718,37.50970516
382,2017,2017-02-04 02:00,0,야간,토,1,1,0,0,0,전남,여수시,차량단독,기타,기타,운전자법규위반,앞지르기 방법위반,단일로,기타단일로,승용차,승용차,없음,없음,1024939,1630160,127.77219551,34.66542801
383,2017,2017-02-04 07:00,55,주간,토,1,1,0,0,0,충남,태안군,차대차,정면충돌,정면충돌,운전자법규위반,과속,교차로,교차로내,건설기계,건설기계,승용차,승용차,891815,1859944,126.28838599,36.73138626
384,2017,2017-02-04 08:00,45,주간,토,1,1,0,0,0,부산,사상구,차대사람,횡단중,횡단중,운전자법규위반,신호위반,교차로,교차로횡단보도내,화물차,화물차,보행자,보행자,1134783,1689358,128.98042528,35.19049977
385,2017,2017-02-04 15:00,25,주간,토,1,1,0,0,0,전남,보성군,차량단독,기타,기타,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,사륜오토바이(ATV),사륜오토바이(ATV),없음,없음,956251,1635891,127.0224911,34.71670404
386,2017,2017-02-04 17:00,47,주간,토,1,1,0,0,0,경남,창원시(통합),차대차,측면충돌,측면충돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,자전거,자전거,승합차,승합차,1108384,1693741,128.69110883,35.2332133
387,2017,2017-02-04 17:00,20,주간,토,1,2,1,0,0,경기,용인시,차대차,측면충돌,측면충돌,운전자법규위반,교차로 통행방법 위반,교차로,교차로내,승용차,승용차,이륜차,이륜차,985473,1909088,127.33634389,37.18044911
388,2017,2017-02-04 18:00,0,야간,토,1,1,0,0,0,제주,서귀포시,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,교차로,교차로부근,승용차,승용차,보행자,보행자,909365,1474431,126.52695172,33.25740912
389,2017,2017-02-04 18:00,50,야간,토,1,1,0,0,0,경기,성남시,차대차,정면충돌,정면충돌,운전자법규위반,교차로 통행방법 위반,교차로,교차로내,승용차,승용차,이륜차,이륜차,966848,1933073,127.12545397,37.39616948
390,2017,2017-02-04 19:00,40,야간,토,1,1,0,0,0,경기,용인시,차대사람,횡단중,횡단중,운전자법규위반,보행자 보호의무 위반,교차로,교차로횡단보도내,승합차,승합차,보행자,보행자,974206,1914999,127.20921059,37.23348755
391,2017,2017-02-04 19:00,35,야간,토,1,1,0,0,0,경기,수원시,차대차,측면충돌,측면충돌,운전자법규위반,신호위반,교차로,교차로내,승용차,승용차,이륜차,이륜차,952786,1916605,126.96763716,37.24712442
392,2017,2017-02-04 19:00,43,야간,토,1,1,0,0,0,충북,제천시,차대사람,횡단중,횡단중,운전자법규위반,보행자 보호의무 위반,단일로,기타단일로,승용차,승용차,보행자,보행자,1051792,1879716,128.08143494,36.91436959
393,2017,2017-02-04 23:00,10,야간,토,1,1,0,0,0,부산,서구,차대차,측면충돌,측면충돌,운전자법규위반,안전운전 의무 불이행,단일로,터널안,승용차,승용차,승합차,승합차,1137516,1680177,129.00893302,35.10734528
394,2017,2017-02-05 01:00,30,야간,일,1,2,1,0,0,서울,노원구,차량단독,전도,전도,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,없음,없음,960334,1963973,127.05019199,37.67442554
395,2017,2017-02-05 01:00,54,야간,일,1,2,0,1,0,경남,창원시(통합),차대차,측면충돌,측면충돌,운전자법규위반,신호위반,교차로,교차로내,원동기장치자전거,원동기장치자전거,승용차,승용차,1101001,1695761,128.61023406,35.25219556
396,2017,2017-02-05 03:00,40,야간,일,1,1,0,0,0,충남,천안시,차대사람,기타,기타,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,보행자,보행자,966881,1884455,127.1279819,36.95792955
397,2017,2017-02-05 06:00,42,주간,일,1,1,0,0,0,서울,동대문구,차대차,정면충돌,정면충돌,운전자법규위반,신호위반,교차로,교차로내,화물차,화물차,승합차,승합차,960956,1953224,127.05781951,37.57756929
398,2017,2017-02-05 07:00,15,주간,일,1,1,0,0,0,충남,아산시,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,교차로,교차로횡단보도내,승용차,승용차,보행자,보행자,960090,1864474,127.05275322,36.77755025
399,2017,2017-02-05 17:00,42,주간,일,1,1,0,0,0,충북,충주시,차대사람,횡단중,횡단중,운전자법규위반,보행자 보호의무 위반,교차로,교차로내,승용차,승용차,보행자,보행자,1037962,1886138,127.92650174,36.97291762
400,2017,2017-02-05 20:00,40,야간,일,1,1,0,0,0,서울,종로구,차량단독,전도,전도,운전자법규위반,안전운전 의무 불이행,교차로,교차로내,이륜차,이륜차,없음,없음,955961,1954155,127.00119608,37.58573513
401,2017,2017-02-05 22:00,55,야간,일,1,1,0,0,0,광주,광산구,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,보행자,보행자,935767,1685359,126.79467582,35.16154492
402,2017,2017-02-06 00:00,30,야간,월,1,1,0,0,0,경기,평택시,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,기타,기타,승용차,승용차,보행자,보행자,961810,1892347,127.07062214,37.0288774
403,2017,2017-02-06 05:00,18,야간,월,1,1,0,0,0,충북,청주시,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,교차로,교차로횡단보도내,승용차,승용차,보행자,보행자,994569,1848324,127.439252,36.63278521
404,2017,2017-02-06 06:00,10,주간,월,1,1,0,0,0,인천,서구,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,교차로,교차로부근,화물차,화물차,보행자,보행자,925840,1944758,126.66100958,37.49910885
405,2017,2017-02-06 12:00,57,주간,월,1,1,0,0,0,충북,충주시,차대사람,길가장자리구역통행중,길가장자리구역통행중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승합차,승합차,보행자,보행자,1030141,1885359,127.83860355,36.96617859
406,2017,2017-02-06 18:00,45,야간,월,1,1,0,0,0,제주,제주시,차대사람,횡단중,횡단중,운전자법규위반,중앙선 침범,단일로,기타단일로,승용차,승용차,보행자,보행자,915496,1500033,126.59036568,33.48880346
407,2017,2017-02-06 18:00,13,야간,월,1,1,0,0,0,전북,임실군,차대차,측면충돌,측면충돌,운전자법규위반,안전운전 의무 불이행,교차로,교차로내,승용차,승용차,이륜차,이륜차,984622,1727769,127.3303429,35.54578054
408,2017,2017-02-07 06:00,43,주간,화,1,2,1,0,0,경남,김해시,차대차,측면충돌,측면충돌,운전자법규위반,부당한 회전,교차로,교차로내,자전거,자전거,승용차,승용차,1111621,1702498,128.72786625,35.31180205
409,2017,2017-02-07 06:00,45,주간,화,1,1,0,0,0,제주,제주시,차대사람,횡단중,횡단중,운전자법규위반,신호위반,단일로,기타단일로,승용차,승용차,보행자,보행자,909536,1502779,126.52594036,33.51308034
410,2017,2017-02-07 06:00,0,주간,화,1,3,1,0,1,울산,남구,차대차,추돌,추돌,운전자법규위반,신호위반,교차로,교차로내,승용차,승용차,승용차,승용차,1166980,1726126,129.34143917,35.5170271
411,2017,2017-02-07 06:00,50,주간,화,1,1,0,0,0,광주,광산구,차대차,측면충돌,측면충돌,운전자법규위반,신호위반,교차로,교차로내,건설기계,건설기계,자전거,자전거,939569,1687132,126.83641526,35.17764973
412,2017,2017-02-07 07:00,10,주간,화,1,1,0,0,0,경남,밀양시,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,교차로,교차로내,화물차,화물차,보행자,보행자,1118159,1713082,128.80130041,35.40646075
413,2017,2017-02-07 14:00,48,주간,화,1,1,0,0,0,부산,사하구,차대차,기타,기타,운전자법규위반,안전운전 의무 불이행,교차로,교차로부근,원동기장치자전거,원동기장치자전거,승합차,승합차,1134117,1674268,128.97065378,35.05456369
414,2017,2017-02-07 17:00,29,주간,화,1,1,0,0,0,충남,당진시,차량단독,공작물충돌,공작물충돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,없음,없음,933600,1871714,126.75528249,36.84132496
415,2017,2017-02-07 18:00,55,야간,화,1,1,0,0,0,경남,창원시(통합),차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,교차로,교차로횡단보도내,승합차,승합차,보행자,보행자,1106645,1684791,128.67084296,35.15271323
416,2017,2017-02-07 21:00,35,야간,화,1,1,0,0,0,경기,평택시,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,교차로,교차로부근,승용차,승용차,보행자,보행자,963232,1888287,127.08680774,36.99233661
417,2017,2017-02-07 22:00,32,야간,화,1,1,0,0,0,전남,무안군,차량단독,공작물충돌,공작물충돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,화물차,화물차,없음,없음,906987,1666750,126.4809255,34.991449
418,2017,2017-02-07 23:00,50,야간,화,1,1,0,0,0,전북,정읍시,차대사람,차도통행중,차도통행중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,화물차,화물차,보행자,보행자,939120,1730690,126.8281437,35.57036519
419,2017,2017-02-08 05:00,50,야간,수,1,1,0,0,0,부산,동래구,차대차,측면충돌,측면충돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,승용차,승용차,1145696,1690259,129.10041638,35.1970993
420,2017,2017-02-08 11:00,10,주간,수,1,1,0,0,0,부산,부산진구,차대사람,횡단중,횡단중,운전자법규위반,기타(운전자법규위반),단일로,기타단일로,화물차,화물차,보행자,보행자,1141388,1686208,129.05241572,35.16120028
421,2017,2017-02-08 13:00,40,주간,수,1,2,0,1,0,전남,순천시,차대차,추돌,추돌,운전자법규위반,안전운전 의무 불이행,교차로,교차로내,화물차,화물차,화물차,화물차,998221,1667604,127.48050366,35.00338859
422,2017,2017-02-08 15:00,37,주간,수,1,1,0,0,0,전북,남원시,차대차,추돌,추돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,자전거,자전거,985856,1710640,127.34422073,35.39141029
423,2017,2017-02-08 16:00,20,주간,수,1,1,0,0,0,경남,창원시(통합),차대차,기타,기타,운전자법규위반,안전운전 의무 불이행,교차로,교차로부근,화물차,화물차,특수차,특수차,1096920,1692345,128.56497883,35.22180175
424,2017,2017-02-08 18:00,50,야간,수,1,1,0,0,0,경북,상주시,차대차,추돌,추돌,운전자법규위반,안전거리 미확보,단일로,기타단일로,이륜차,이륜차,화물차,화물차,1058858,1822260,128.15634474,36.39602599
425,2017,2017-02-08 19:00,20,야간,수,1,1,0,0,0,경기,안성시,차대차,후진중충돌,후진중충돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,승용차,승용차,979354,1889576,127.26794673,37.00444849
426,2017,2017-02-08 19:00,57,야간,수,1,2,1,0,0,충북,청주시,차대차,추돌,추돌,운전자법규위반,안전운전 의무 불이행,교차로,교차로부근,승용차,승용차,승합차,승합차,998754,1843973,127.48607002,36.59357555
427,2017,2017-02-09 05:00,55,야간,목,1,1,0,0,0,충남,천안시,차대차,측면충돌,측면충돌,운전자법규위반,신호위반,교차로,교차로내,건설기계,건설기계,승합차,승합차,965397,1867149,127.11210263,36.80187287
428,2017,2017-02-09 06:00,0,주간,목,1,1,0,0,0,인천,부평구,차대차,기타,기타,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,화물차,화물차,승용차,승용차,929678,1946635,126.70424632,37.51632623
429,2017,2017-02-09 12:00,5,주간,목,1,1,0,0,0,경기,안산시,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,보행자,보행자,939122,1923292,126.81302976,37.30660389
430,2017,2017-02-09 13:00,25,주간,목,1,4,0,3,0,경기,이천시,차대차,정면충돌,정면충돌,운전자법규위반,안전운전 의무 불이행,교차로,교차로부근,화물차,화물차,화물차,화물차,985822,1917431,127.34011695,37.2556588
431,2017,2017-02-09 14:00,6,주간,목,1,1,0,0,0,경북,의성군,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,교차로,교차로횡단보도내,승합차,승합차,보행자,보행자,1107133,1818203,128.69403405,36.35528769
432,2017,2017-02-09 18:00,58,야간,목,1,1,0,0,0,경기,군포시,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,교차로,교차로내,승합차,승합차,보행자,보행자,950513,1930940,126.94105318,37.37621531
433,2017,2017-02-10 04:00,30,야간,금,1,1,0,0,0,경남,거제시,차대사람,차도통행중,차도통행중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,보행자,보행자,1108771,1653529,128.69008957,34.87064393
434,2017,2017-02-10 04:00,40,야간,금,1,2,0,1,0,울산,울주군,차대차,추돌,추돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,화물차,화물차,1159079,1724869,129.25409862,35.50699696
435,2017,2017-02-10 05:00,35,야간,금,1,1,0,0,0,경남,창원시(통합),차량단독,전도,전도,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,이륜차,이륜차,없음,없음,1097800,1690249,128.57439794,35.20281975
436,2017,2017-02-10 07:00,35,주간,금,1,4,3,0,0,경북,의성군,차량단독,공작물충돌,공작물충돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,화물차,화물차,없음,없음,1106146,1805747,128.68134128,36.2431241
437,2017,2017-02-10 09:00,0,주간,금,1,1,0,0,0,전남,여수시,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,교차로,교차로내,화물차,화물차,보행자,보행자,1015829,1640775,127.67308376,34.76138581
438,2017,2017-02-10 10:00,40,주간,금,1,1,0,0,0,경기,동두천시,차대사람,기타,기타,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승합차,승합차,보행자,보행자,961481,1989021,127.06186763,37.90023112
439,2017,2017-02-10 11:00,40,주간,금,1,5,4,0,0,경북,칠곡군,차대차,정면충돌,정면충돌,운전자법규위반,중앙선 침범,단일로,기타단일로,승용차,승용차,승용차,승용차,1086737,1783838,128.46294428,36.04756461
440,2017,2017-02-10 12:00,10,주간,금,1,1,0,0,0,경남,창녕군,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,화물차,화물차,보행자,보행자,1087128,1738370,128.46232029,35.63764024
441,2017,2017-02-10 15:00,0,주간,금,1,1,0,0,0,경기,부천시,차대차,추돌,추돌,운전자법규위반,안전운전 의무 불이행,교차로,교차로내,승합차,승합차,자전거,자전거,935450,1945950,126.76961653,37.51057436
442,2017,2017-02-10 17:00,33,주간,금,1,1,0,0,0,전남,함평군,차대차,정면충돌,정면충돌,운전자법규위반,중앙선 침범,단일로,기타단일로,승용차,승용차,이륜차,이륜차,908281,1673112,126.49429768,35.04888928
443,2017,2017-02-10 18:00,35,야간,금,1,1,0,0,0,전북,군산시,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,보행자,보행자,928392,1775763,126.70573076,35.97599937
444,2017,2017-02-10 18:00,45,야간,금,1,1,0,0,0,경북,포항시,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,교차로,교차로횡단보도내,승용차,승용차,보행자,보행자,1166871,1778623,129.35116554,35.99012863
445,2017,2017-02-11 00:00,30,야간,토,1,1,0,0,0,경기,안양시,차량단독,기타,기타,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,원동기장치자전거,원동기장치자전거,없음,없음,951477,1935001,126.95167435,37.41286975
446,2017,2017-02-11 01:00,13,야간,토,1,2,1,0,0,울산,북구,차대차,측면충돌,측면충돌,운전자법규위반,앞지르기 금지위반,교차로,교차로내,화물차,화물차,승용차,승용차,1173485,1734165,129.4148631,35.58835489
447,2017,2017-02-11 02:00,0,야간,토,1,1,0,0,0,경기,남양주시,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,보행자,보행자,983244,1961298,127.31004807,37.65101945
448,2017,2017-02-11 02:00,40,야간,토,1,1,0,0,0,서울,종로구,차대사람,차도통행중,차도통행중,운전자법규위반,신호위반,교차로,교차로내,승용차,승용차,보행자,보행자,953830,1952480,126.97716597,37.57053361
449,2017,2017-02-11 04:00,19,야간,토,1,1,0,0,0,부산,동구,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,교차로,교차로횡단보도내,승용차,승용차,보행자,보행자,1140745,1682068,129.04465264,35.12397282
