시군코드,시군명,시도명,시군구명,도로종류,도로노선번호,도로노선명,도로노선방향,소재지도로명주소,소재지지번주소,위도,경도,신호기설치방식,도로형태,주도로여부,신호등관리번호,신호등구분,신호등색종류,신호등화방식,신호등화순서,신호등화시간,광원종류,신호제어방식,신호시간결정방식,점멸등운영여부,점멸등운영시작시각,점멸등운영종료시각,보행자작동신호기유무,잔여시간표시기유무,시각장애인용음향신호기유무,도로안내표지일련번호,관리기관명,관리기관전화번호,데이터기준일자
41360.0,남양주시,경기도,남양주시,일반국도,47번,금강로,1,,경기도 남양주시 진접읍 내곡리 산7-2,37.69173457,127.1627142,3,2,Y,3109,2,2,2,적색+녹색,100+28,2,3,1,N,00:00,00:00,Y,Y,N,,경기도 남양주시청,031-590-2114,2024-08-23
41360.0,남양주시,경기도,남양주시,시도,,부마로,1,경기도 남양주시 진접읍 부마로 22,경기도 남양주시 진접읍 부평리 521-11번지,37.746645,127.2006823,2,2,Y,3111,2,2,2,녹색+적색,25+85,2,3,1,N,00:00,00:00,N,N,N,,경기도 남양주시청,031-590-2114,2024-08-23
41360.0,남양주시,경기도,남양주시,지방도,314번,광릉내로,2,경기도 남양주시 진접읍 광릉내로 17,경기도 남양주시 진접읍 부평리 613-4번지,37.74181787,127.1978356,3,2,Y,3114,1,3,3,녹색+황색+적색,257+4+17,2,3,1,N,00:00,00:00,N,N,N,,경기도 남양주시청,031-590-2114,2024-08-23
41360.0,남양주시,경기도,남양주시,시도,,부평로,2,경기도 남양주시 진접읍 광릉내로 1,경기도 남양주시 진접읍 부평리 620-25번지,37.74058907,127.1967398,3,2,Y,3118,2,2,2,적색+녹색,96+17,2,3,1,N,00:00,00:00,Y,Y,N,,경기도 남양주시청,031-590-2114,2024-08-23
41360.0,남양주시,경기도,남양주시,시도,,부평로48번길,2,경기도 남양주시 진접읍 부평로48번길 140,경기도 남양주시 진접읍 부평리 771번지 더샵 남양주퍼스트시티,37.73691804,127.1988334,3,2,Y,3120,1,4,5,녹색+황색+적색/녹색화살표+적색/황색+적색,123+3+16+3+70,2,3,1,N,00:00,00:00,N,N,N,,경기도 남양주시청,031-590-2114,2024-08-23
41360.0,남양주시,경기도,남양주시,시도,,미금로19번길,2,,경기도 남양주시 다산동 6298,37.60615753,127.1526128,3,2,Y,857,2,2,2,적색+녹색,96+14,2,3,1,N,00:00,00:00,Y,Y,N,,경기도 남양주시청,031-590-2114,2024-08-23
41360.0,남양주시,경기도,남양주시,시도,,미금로19번길,2,,경기도 남양주시 다산동 6298-1,37.60645896,127.1515164,3,2,Y,861,2,2,2,적색+녹색,98+13,2,3,1,N,00:00,00:00,Y,Y,N,,경기도 남양주시청,031-590-2114,2024-08-23
41360.0,남양주시,경기도,남양주시,시도,,가운로2길,2,경기도 남양주시 가운로2길 14,경기도 남양주시 다산동 671번지,37.60320659,127.1576916,2,2,Y,29,2,2,2,녹색+적색,20+70,2,3,1,N,00:00,00:00,N,N,N,,경기도 남양주시청,031-590-2114,2024-08-23
41360.0,남양주시,경기도,남양주시,시도,,다산중앙로82번길,1,,경기도 남양주시 다산동 6269-1,37.61987988,127.1649463,3,2,Y,609,1,4,3,녹색/녹색화살표+황색+적색,27+4+99,2,3,1,N,00:00,00:00,N,N,N,,경기도 남양주시청,031-590-2114,2024-08-23
41360.0,남양주시,경기도,남양주시,시도,,다산중앙로82번길,1,,경기도 남양주시 다산동 6269-1,37.61987988,127.1649463,2,2,Y,613,2,2,2,녹색+적색,24+104,2,3,1,N,00:00,00:00,N,Y,N,,경기도 남양주시청,031-590-2114,2024-08-23
41360.0,남양주시,경기도,남양주시,시도,,별내3로,2,,경기도 남양주시 별내동 924,37.65379678,127.1252656,2,2,Y,1515,2,2,2,녹색+적색,25+90,2,3,1,Y,00:00,05:00,N,Y,N,,경기도 남양주시청,031-590-2114,2024-08-23
41360.0,남양주시,경기도,남양주시,시도,,다산순환로,1,경기도 남양주시 다산순환로 397-20,경기도 남양주시 다산동 6094번지,37.621945,127.158579,3,2,N,489,1,1,1,황색,0,2,3,1,Y,00:00,23:59,N,Y,Y,,경기도 남양주시청,031-590-2114,2024-08-23
41360.0,남양주시,경기도,남양주시,시도,,미금로,1,경기도 남양주시 다산순환로 20,경기도 남양주시 다산동 6143-1,37.61216843,127.1525555,3,2,N,492,1,3,3,녹색+황색+적색,64+3+59,2,3,1,N,00:00,00:00,N,Y,N,,경기도 남양주시청,031-590-2114,2024-08-23
41360.0,남양주시,경기도,남양주시,시도,,미금로,1,경기도 남양주시 다산순환로 20,경기도 남양주시 다산동 6143-1,37.61216843,127.1525555,3,2,Y,495,1,3,3,녹색+황색+적색,64+3+59,2,3,1,N,00:00,00:00,N,Y,N,,경기도 남양주시청,031-590-2114,2024-08-23
41360.0,남양주시,경기도,남양주시,시도,,미금로,2,경기도 남양주시 다산순환로 20,경기도 남양주시 다산동 6143-1,37.61216843,127.1525555,3,2,Y,498,1,3,3,녹색+황색+적색,64+3+59,2,3,1,N,00:00,00:00,N,Y,N,,경기도 남양주시청,031-590-2114,2024-08-23
41360.0,남양주시,경기도,남양주시,시도,,미금로189번길,1,,경기도 남양주시 다산동 6163-2,37.615443,127.162727,3,2,Y,502,1,4,4,녹색+녹색/녹색화살표+황색+적색,55+9+3+30,2,3,1,N,00:00,00:00,N,N,N,,경기도 남양주시청,031-590-2114,2024-08-23
41360.0,남양주시,경기도,남양주시,시도,,미금로189번길,1,,경기도 남양주시 다산동 6163-2,37.615443,127.162727,2,2,Y,506,2,2,2,녹색+적색,17+252,2,3,1,N,00:00,00:00,N,Y,N,,경기도 남양주시청,031-590-2114,2024-08-23
41360.0,남양주시,경기도,남양주시,일반국도,45번,경춘로,1,,경기도 남양주시 다산동 3720-5,37.60793977,127.1660841,3,2,N,349,1,3,3,녹색+황색+적색,35+3+20,2,3,1,Y,00:00,05:00,N,Y,N,,경기도 남양주시청,031-590-2114,2024-08-23
41360.0,남양주시,경기도,남양주시,시도,,도농로,2,,경기도 남양주시 다산동 4001-17,37.60790842,127.1574386,3,2,Y,353,1,3,3,녹색+황색+적색,40+5+77,2,3,1,N,00:00,00:00,N,N,N,,경기도 남양주시청,031-590-2114,2024-08-23
41360.0,남양주시,경기도,남양주시,시도,,팔야산단로,2,경기도 남양주시 진접읍 팔야산단로 48,경기도 남양주시 진접읍 팔야리 827-3번지,37.74914236,127.233853,2,2,Y,3659,2,2,2,녹색+적색,96+19,2,3,1,N,00:00,00:00,N,Y,N,,경기도 남양주시청,031-590-2114,2024-08-23
41360.0,남양주시,경기도,남양주시,시도,,팔야산단로,2,경기도 남양주시 진접읍 팔야산단로 48,경기도 남양주시 진접읍 팔야리 827-3번지,37.74914236,127.233853,2,2,Y,3662,2,2,2,녹색+적색,96+19,2,3,1,N,00:00,00:00,N,Y,N,,경기도 남양주시청,031-590-2114,2024-08-23
41360.0,남양주시,경기도,남양주시,시도,,늘을1로,1,,경기도 남양주시 호평동 692,37.65517808,127.239864,3,2,Y,4159,2,2,2,적색+녹색,98+21,2,3,1,N,00:00,00:00,Y,Y,N,,경기도 남양주시청,031-590-2114,2024-08-23
41360.0,남양주시,경기도,남양주시,지방도,390번,경춘북로,1,,경기도 남양주시 퇴계원읍 퇴계원리 224-9,37.64794342,127.1452763,3,2,Y,3690,1,4,3,녹색/녹색화살표+황색+적색,46+4+107,2,3,1,Y,00:00,05:00,N,Y,N,,경기도 남양주시청,031-590-2114,2024-08-23
41360.0,남양주시,경기도,남양주시,시도,,도제원로,1,,경기도 남양주시 퇴계원읍 퇴계원리 225-15,37.648978,127.145117,3,2,Y,3694,1,3,3,녹색+황색+적색,35+4+49,2,3,1,Y,22:00,07:00,N,N,N,,경기도 남양주시청,031-590-2114,2024-08-23
41360.0,남양주시,경기도,남양주시,시도,,도제원로,1,,경기도 남양주시 퇴계원읍 퇴계원리 225-15,37.648978,127.145117,2,2,Y,3698,2,2,2,녹색+적색,17+252,2,3,1,Y,22:00,07:00,N,Y,Y,,경기도 남양주시청,031-590-2114,2024-08-23
41360.0,남양주시,경기도,남양주시,시도,,가운로,2,,경기도 남양주시 다산동 707,37.60477122,127.1564706,3,1,Y,866,1,1,1,황색,0,2,3,1,Y,00:00,23:59,N,Y,N,,경기도 남양주시청,031-590-2114,2024-08-23
41360.0,남양주시,경기도,남양주시,지방도,383번,진관로,1,,경기도 남양주시 다산동 3218-2,37.61409709,127.170583,3,2,Y,299,2,2,2,적색+녹색,100+32,2,3,1,N,00:00,00:00,Y,Y,N,,경기도 남양주시청,031-590-2114,2024-08-23
41360.0,남양주시,경기도,남양주시,시도,,도농로,2,,경기도 남양주시 다산동 4001-17,37.60790842,127.1574386,3,2,Y,358,2,2,2,적색+녹색,98+22,2,3,1,N,00:00,00:00,Y,Y,N,,경기도 남양주시청,031-590-2114,2024-08-23
41360.0,남양주시,경기도,남양주시,시도,,도농로,1,,경기도 남양주시 다산동 4001-7,37.60920824,127.1585401,3,2,Y,362,1,4,3,녹색/녹색화살표+황색+적색,42+3+85,2,3,1,Y,11:00,06:00,N,N,N,,경기도 남양주시청,031-590-2114,2024-08-23
41360.0,남양주시,경기도,남양주시,시도,,가운로1길,1,경기도 남양주시 가운로1길 25,경기도 남양주시 다산동 667-1번지,37.60454107,127.1563222,2,2,Y,35,2,2,2,녹색+적색,20+70,2,3,1,N,00:00,00:00,Y,Y,N,,경기도 남양주시청,031-590-2114,2024-08-23
41360.0,남양주시,경기도,남양주시,시도,,가운로2길,1,경기도 남양주시 가운로2길 41,경기도 남양주시 다산동 674번지,37.601912,127.1562716,3,2,Y,37,1,4,5,녹색+황색+적색/녹색화살표+적색/황색+적색,32+4+10+4+29,2,3,1,Y,12:00,07:30,N,Y,Y,,경기도 남양주시청,031-590-2114,2024-08-23
41360.0,남양주시,경기도,남양주시,시도,,가운로2길,2,경기도 남양주시 가운로2길 41,경기도 남양주시 다산동 674번지,37.601912,127.1562716,2,2,Y,41,2,2,2,녹색+적색,20+70,2,3,1,N,00:00,00:00,Y,Y,N,,경기도 남양주시청,031-590-2114,2024-08-23
41360.0,남양주시,경기도,남양주시,일반국도,43번,송산로,1,,경기도 남양주시 별내동 889,37.67145922,127.1340342,3,2,Y,1341,2,2,2,적색+녹색,147+40,2,3,1,N,00:00,00:00,Y,Y,N,,경기도 남양주시청,031-590-2114,2024-08-23
41360.0,남양주시,경기도,남양주시,일반국도,43번,송산로,2,,경기도 남양주시 별내동 889-1,37.67426365,127.1338902,3,2,Y,1345,1,3,3,녹색+황색+적색,25+4+110,2,3,1,N,00:00,00:00,N,N,N,,경기도 남양주시청,031-590-2114,2024-08-23
41360.0,남양주시,경기도,남양주시,시도,,양지로240번길,2,,경기도 남양주시 오남읍 양지리 807-1,37.70000598,127.1937924,2,2,Y,1884,2,2,2,녹색+적색,20+128,2,3,1,Y,00:00,05:00,N,N,N,,경기도 남양주시청,031-590-2114,2024-08-23
41360.0,남양주시,경기도,남양주시,지방도,383번,진건오남로,1,,경기도 남양주시 오남읍 오남리 189-4,37.692373,127.214721,2,2,Y,1916,1,4,3,녹색/녹색화살표+황색+적색,98+4+40,2,3,1,Y,00:00,06:00,N,Y,N,,경기도 남양주시청,031-590-2114,2024-08-23
41360.0,남양주시,경기도,남양주시,지방도,383번,진건오남로,1,,경기도 남양주시 오남읍 오남리 203-1,37.69015768,127.2131806,3,2,Y,1919,1,3,3,녹색+황색+적색,153+3+45,2,3,1,Y,00:00,05:00,N,Y,N,,경기도 남양주시청,031-590-2114,2024-08-23
41360.0,남양주시,경기도,남양주시,지방도,383번,진건오남로,1,,경기도 남양주시 오남읍 오남리 205-14,37.69199624,127.2145836,3,2,Y,1923,1,4,4,녹색+녹색/녹색화살표+황색+적색,78+78+3+77,2,3,1,Y,00:00,05:00,N,Y,N,,경기도 남양주시청,031-590-2114,2024-08-23
41360.0,남양주시,경기도,남양주시,지방도,383번,진건오남로,2,,경기도 남양주시 오남읍 오남리 262-3,37.68591933,127.2110093,3,2,Y,1927,1,4,4,녹색+녹색/녹색화살표+황색+적색,78+78+3+77,2,3,1,Y,00:00,05:00,N,Y,N,,경기도 남양주시청,031-590-2114,2024-08-23
41360.0,남양주시,경기도,남양주시,지방도,383번,진건오남로,1,,경기도 남양주시 오남읍 오남리 327,37.684899,127.210849,3,2,Y,1932,1,3,3,녹색+황색+적색,153+3+45,2,3,1,Y,00:00,05:00,N,Y,N,,경기도 남양주시청,031-590-2114,2024-08-23
41360.0,남양주시,경기도,남양주시,시도,,용신로,1,,경기도 남양주시 진건읍 신월리 139-4,37.66171812,127.169435,3,2,Y,2679,2,2,2,적색+녹색,96+13,2,3,1,N,00:00,00:00,Y,Y,N,,경기도 남양주시청,031-590-2114,2024-08-23
41360.0,남양주시,경기도,남양주시,지방도,383번,진건오남로,1,,경기도 남양주시 오남읍 오남리 344-2,37.68278064,127.2104208,3,2,Y,1938,1,3,3,녹색+황색+적색,153+3+45,2,3,1,Y,00:00,05:00,N,Y,N,,경기도 남양주시청,031-590-2114,2024-08-23
41360.0,남양주시,경기도,남양주시,지방도,383번,진건오남로,2,,경기도 남양주시 오남읍 오남리 344-2,37.68278064,127.2104208,3,2,Y,1941,1,4,4,녹색+녹색/녹색화살표+황색+적색,78+78+3+77,2,3,1,Y,00:00,05:00,N,Y,N,,경기도 남양주시청,031-590-2114,2024-08-23
41360.0,남양주시,경기도,남양주시,시도,,미금로,1,,경기도 남양주시 다산동 3444-11,37.61019707,127.164904,3,2,Y,316,2,2,2,적색+녹색,98+24,2,3,1,N,00:00,00:00,Y,Y,N,,경기도 남양주시청,031-590-2114,2024-08-23
41360.0,남양주시,경기도,남양주시,시도,,홍유릉로,2,경기도 남양주시 홍유릉로248번길 47,경기도 남양주시 금곡동 603번지,37.62768249,127.2026897,2,2,Y,185,1,4,5,녹색+황색+녹색화살표+황색+적색,77+4+10+4+30,2,3,1,Y,00:00,05:00,Y,Y,Y,,경기도 남양주시청,031-590-2114,2024-08-23
41360.0,남양주시,경기도,남양주시,시도,,홍유릉로,2,경기도 남양주시 홍유릉로248번길 47,경기도 남양주시 금곡동 603번지,37.62768249,127.2026897,2,2,Y,188,1,3,3,녹색화살표+황색+적색,25+4+95,2,3,1,Y,00:00,05:00,N,N,N,,경기도 남양주시청,031-590-2114,2024-08-23
41360.0,남양주시,경기도,남양주시,시도,,홍유릉로,2,,경기도 남양주시 금곡동 608-1,37.62343028,127.1986399,2,2,Y,193,1,3,3,녹색화살표+황색+적색,23+4+98,2,3,1,Y,00:00,05:00,N,N,N,,경기도 남양주시청,031-590-2114,2024-08-23
41360.0,남양주시,경기도,남양주시,시도,,석실로,2,경기도 남양주시 석실로 710-1,경기도 남양주시 금곡동 656-4번지,37.62507941,127.2016596,3,2,Y,195,1,3,3,녹색+황색+적색,75+4+40,2,3,1,N,00:00,00:00,N,Y,N,,경기도 남양주시청,031-590-2114,2024-08-23
41360.0,남양주시,경기도,남양주시,시도,,석실로,1,경기도 남양주시 석실로 710-1,경기도 남양주시 금곡동 656-4번지,37.62507941,127.2016596,2,2,Y,198,2,2,2,녹색+적색,25+85,2,3,1,N,00:00,00:00,Y,N,N,,경기도 남양주시청,031-590-2114,2024-08-23
41360.0,남양주시,경기도,남양주시,시도,,석실로,2,경기도 남양주시 석실로 724,경기도 남양주시 금곡동 654-2번지,37.62566079,127.2006216,3,2,Y,207,1,3,3,녹색+황색+적색,43+3+ 83,2,3,1,Y,00:00,05:00,N,N,N,,경기도 남양주시청,031-590-2114,2024-08-23
41360.0,남양주시,경기도,남양주시,시도,,석실로,2,경기도 남양주시 석실로 724,경기도 남양주시 금곡동 654-2번지,37.62566079,127.2006216,3,2,Y,210,1,3,3,녹색+황색+적색,43+3+ 83,2,3,1,Y,00:00,05:00,N,N,N,,경기도 남양주시청,031-590-2114,2024-08-23
41360.0,남양주시,경기도,남양주시,시도,,석실로,1,경기도 남양주시 석실로 724,경기도 남양주시 금곡동 654-2번지,37.62566079,127.2006216,2,2,Y,213,1,3,3,녹색+황색+적색,43+3+ 83,2,3,1,Y,00:00,05:00,N,Y,Y,,경기도 남양주시청,031-590-2114,2024-08-23
41360.0,남양주시,경기도,남양주시,지방도,387번,수레로,2,,경기도 남양주시 와부읍 월문리 174-16,37.61476772,127.2707181,2,2,Y,2266,2,2,2,녹색+적색,25+85,2,3,1,Y,00:00,05:00,N,N,N,,경기도 남양주시청,031-590-2114,2024-08-23
41360.0,남양주시,경기도,남양주시,지방도,387번,수레로,2,,경기도 남양주시 와부읍 월문리 177-1,37.61708038,127.272866,3,2,Y,2269,1,3,3,녹색+황색+적색,74+3+25,2,3,1,Y,00:00,05:00,N,N,N,,경기도 남양주시청,031-590-2114,2024-08-23
41360.0,남양주시,경기도,남양주시,시도,,가운로,1,경기도 남양주시 가운로1길 1,경기도 남양주시 다산동 666-3번지,37.60445491,127.1585654,3,2,Y,872,1,4,5,녹색/녹색화살표+녹색/황색+녹색+황색+적색,90+4+58+4+15,2,3,1,Y,01:00,05:00,N,N,N,,경기도 남양주시청,031-590-2114,2024-08-23
41360.0,남양주시,경기도,남양주시,시도,,가운로,2,경기도 남양주시 가운로1길 1,경기도 남양주시 다산동 666-3번지,37.60445491,127.1585654,3,2,Y,875,1,4,5,녹색/녹색화살표+녹색/황색+녹색+황색+적색,90+4+58+4+15,2,3,1,Y,01:00,05:00,N,N,N,,경기도 남양주시청,031-590-2114,2024-08-23
41360.0,남양주시,경기도,남양주시,시도,,가운로,2,경기도 남양주시 가운로1길 1,경기도 남양주시 다산동 666-3번지,37.60445491,127.1585654,2,2,Y,879,1,4,5,녹색/녹색화살표+녹색/황색+녹색+황색+적색,90+4+58+4+15,2,3,1,Y,01:00,05:00,N,Y,N,,경기도 남양주시청,031-590-2114,2024-08-23
41360.0,남양주시,경기도,남양주시,시도,,가운로,2,경기도 남양주시 가운로1길 1,경기도 남양주시 다산동 666-3번지,37.60445491,127.1585654,3,2,Y,881,1,3,3,녹색+황색+적색,85+3+30,2,3,1,Y,01:00,05:00,N,N,N,,경기도 남양주시청,031-590-2114,2024-08-23
41360.0,남양주시,경기도,남양주시,시도,,가운로,1,경기도 남양주시 가운로1길 1,경기도 남양주시 다산동 666-3번지,37.60445491,127.1585654,3,2,Y,885,1,4,5,녹색+황색+적색/녹색화살표+황색+적색,50+5+25+3+32,2,3,1,Y,01:00,05:00,N,N,N,,경기도 남양주시청,031-590-2114,2024-08-23
41360.0,남양주시,경기도,남양주시,시도,,가운로,1,경기도 남양주시 가운로1길 1,경기도 남양주시 다산동 666-3번지,37.60445491,127.1585654,2,2,Y,888,1,4,5,녹색+황색+적색/녹색화살표+황색+적색,50+5+25+3+32,2,3,1,Y,01:00,05:00,N,Y,Y,,경기도 남양주시청,031-590-2114,2024-08-23
41360.0,남양주시,경기도,남양주시,시도,,고재로149번길,2,,경기도 남양주시 진건읍 배양리 263-1,37.639718,127.1774071,3,2,Y,2605,2,2,2,적색+녹색,96+20,2,3,1,N,00:00,00:00,Y,Y,N,,경기도 남양주시청,031-590-2114,2024-08-23
41360.0,남양주시,경기도,남양주시,시도,,양진로,2,,경기도 남양주시 진건읍 배양리 263-1,37.639718,127.1774071,3,2,Y,2609,1,4,5,녹색+황색+녹색화살표+황색+적색,105+4+15+4+32,2,3,1,Y,00:00,05:00,N,Y,Y,,경기도 남양주시청,031-590-2114,2024-08-23
41360.0,남양주시,경기도,남양주시,시도,,양진로,2,,경기도 남양주시 진건읍 배양리 263-1,37.639718,127.1774071,3,2,Y,2613,2,2,2,적색+녹색,104+25,2,3,1,N,00:00,00:00,Y,Y,N,,경기도 남양주시청,031-590-2114,2024-08-23
41360.0,남양주시,경기도,남양주시,시도,,양진로,1,,경기도 남양주시 진건읍 배양리 306,37.63388328,127.181272,3,2,Y,2617,1,4,5,녹색+황색+녹색화살표+황색+적색,105+4+15+4+32,2,3,1,Y,00:00,05:00,N,Y,Y,,경기도 남양주시청,031-590-2114,2024-08-23
41360.0,남양주시,경기도,남양주시,시도,,사릉로5337번길,2,,경기도 남양주시 진건읍 신월리 351,37.65974256,127.1625205,3,2,Y,2682,2,2,2,적색+녹색,96+26,2,3,1,N,00:00,00:00,Y,Y,N,,경기도 남양주시청,031-590-2114,2024-08-23
41360.0,남양주시,경기도,남양주시,시도,,용신로,1,,경기도 남양주시 진건읍 신월리 351,37.65974256,127.1625205,3,2,Y,2686,2,2,2,적색+녹색,100+34,2,3,1,N,00:00,00:00,Y,Y,N,,경기도 남양주시청,031-590-2114,2024-08-23
41360.0,남양주시,경기도,남양주시,지방도,383번,진관로,2,,경기도 남양주시 진건읍 신월리 564,37.65909513,127.1544183,3,2,Y,2689,2,2,2,적색+녹색,98+25,2,3,1,N,00:00,00:00,Y,Y,N,,경기도 남양주시청,031-590-2114,2024-08-23
41360.0,남양주시,경기도,남양주시,지방도,383번,진관로,1,,경기도 남양주시 진건읍 신월리 564,37.659087,127.1544183,3,2,Y,2693,2,2,2,적색+녹색,98+24,2,3,1,N,00:00,00:00,Y,Y,N,,경기도 남양주시청,031-590-2114,2024-08-23
41360.0,남양주시,경기도,남양주시,시도,,해밀예당로,1,경기도 남양주시 진접읍 해밀예당1로 277,경기도 남양주시 진접읍 금곡리 1004번지,37.72470084,127.2059673,3,1,Y,2802,1,3,3,녹색+황색+적색,17+4+25,2,3,1,Y,00:00,05:00,N,Y,N,,경기도 남양주시청,031-590-2114,2024-08-23
41360.0,남양주시,경기도,남양주시,시도,,해밀예당로,2,경기도 남양주시 진접읍 해밀예당1로235번길 2,경기도 남양주시 진접읍 금곡리 1017번지,37.72119279,127.2040683,3,2,Y,2805,1,4,3,녹색/녹색화살표+황색+적색,13+4+140,2,3,1,N,00:00,00:00,N,Y,N,,경기도 남양주시청,031-590-2114,2024-08-23
41360.0,남양주시,경기도,남양주시,시도,,광릉내로82번길,2,경기도 남양주시 진접읍 광릉내로82번길 2,경기도 남양주시 진접읍 팔야리 784-1번지,37.74491126,127.2036453,3,2,Y,3579,1,2,2,녹색+적색,41+112,2,3,1,Y,23:00,06:00,N,Y,N,,경기도 남양주시청,031-590-2114,2024-08-23
41360.0,남양주시,경기도,남양주시,시도,,광릉내로82번길,2,경기도 남양주시 진접읍 광릉내로82번길 2,경기도 남양주시 진접읍 팔야리 784-1번지,37.74491126,127.2036453,2,2,Y,3582,2,2,2,녹색+적색,41+112,2,3,1,N,00:00,00:00,Y,N,N,,경기도 남양주시청,031-590-2114,2024-08-23
41360.0,남양주시,경기도,남양주시,시도,,팔야로,2,경기도 남양주시 진접읍 팔야로 160-53,경기도 남양주시 진접읍 팔야리 134-12번지,37.75088759,127.2291435,3,2,Y,3585,1,4,99,녹색+황색+적색+녹색화살표+황색+적색,30+4+10+20+4+55,2,3,1,N,00:00,00:00,N,Y,Y,,경기도 남양주시청,031-590-2114,2024-08-23
41360.0,남양주시,경기도,남양주시,시도,,팔야로,1,경기도 남양주시 진접읍 팔야로 160-53,경기도 남양주시 진접읍 팔야리 134-12번지,37.75088759,127.2291435,2,2,Y,3588,2,2,2,녹색+적색,96+19,2,3,1,N,00:00,00:00,Y,Y,N,,경기도 남양주시청,031-590-2114,2024-08-23
41360.0,남양주시,경기도,남양주시,시도,,팔야산단로12번길,1,,경기도 남양주시 진접읍 팔야리 840,37.75023293,127.227782,3,2,Y,3591,2,2,2,적색+녹색,96+14,2,3,1,N,00:00,00:00,Y,Y,N,,경기도 남양주시청,031-590-2114,2024-08-23
41360.0,남양주시,경기도,남양주시,시도,,팔야산단로,2,경기도 남양주시 진접읍 팔야산단로 33,경기도 남양주시 진접읍 팔야리 836-3번지,37.75019254,127.2324816,3,2,N,3594,1,3,3,녹색+황색+적색,70+4+18,2,3,1,N,00:00,00:00,N,N,Y,,경기도 남양주시청,031-590-2114,2024-08-23
41360.0,남양주시,경기도,남양주시,시도,,팔야산단로,1,경기도 남양주시 진접읍 팔야산단로 33,경기도 남양주시 진접읍 팔야리 836-3번지,37.75019254,127.2324816,2,2,N,3597,2,2,2,녹색+적색,96+19,2,3,1,N,00:00,00:00,N,Y,N,,경기도 남양주시청,031-590-2114,2024-08-23
41360.0,남양주시,경기도,남양주시,시도,,다산중앙로123번길,1,,경기도 남양주시 다산동 6259,37.62289687,127.1513605,3,2,Y,561,2,2,2,적색+녹색,96+16,2,3,1,N,00:00,00:00,Y,Y,N,,경기도 남양주시청,031-590-2114,2024-08-23
41360.0,남양주시,경기도,남양주시,지방도,383번,진건오남로,1,,경기도 남양주시 진접읍 연평리 66-19,37.71238531,127.1833066,3,2,Y,3277,1,3,3,녹색+황색+적색,82+4+66,2,3,1,Y,00:00,05:00,N,Y,N,,경기도 남양주시청,031-590-2114,2024-08-23
41360.0,남양주시,경기도,남양주시,지방도,383번,진관로,2,,경기도 남양주시 다산동 6283-7,37.612602,127.1716182,3,2,Y,719,2,2,2,적색+녹색,147+38,2,3,1,N,00:00,00:00,Y,Y,N,,경기도 남양주시청,031-590-2114,2024-08-23
41360.0,남양주시,경기도,남양주시,시도,,가운로,2,,경기도 남양주시 다산동 6284,37.611401,127.1688307,3,1,Y,723,1,3,3,녹색+황색+적색,153+3+45,2,3,1,N,00:00,00:00,N,Y,N,,경기도 남양주시청,031-590-2114,2024-08-23
41360.0,남양주시,경기도,남양주시,일반국도,45번,경춘로,1,,경기도 남양주시 다산동 6284,37.61144794,127.1688307,2,1,Y,727,1,3,3,녹색+황색+적색,148+4+47,2,3,1,N,00:00,00:00,N,Y,N,,경기도 남양주시청,031-590-2114,2024-08-23
41360.0,남양주시,경기도,남양주시,시도,,별내4로,1,,경기도 남양주시 별내동 1053,37.64906967,127.1183256,2,2,Y,1083,2,2,2,녹색+적색,25+85,2,3,1,Y,00:00,05:00,N,Y,N,,경기도 남양주시청,031-590-2114,2024-08-23
41360.0,남양주시,경기도,남양주시,시도,,별내4로,2,,경기도 남양주시 별내동 1053,37.64906967,127.1183256,3,2,Y,1087,2,2,2,적색+녹색,147+28,2,3,1,N,00:00,00:00,Y,Y,N,,경기도 남양주시청,031-590-2114,2024-08-23
41360.0,남양주시,경기도,남양주시,시도,,덕송2로,1,,경기도 남양주시 별내동 820,37.66949289,127.1180281,2,2,Y,1233,2,2,2,녹색+적색,17+252,2,3,1,N,00:00,00:00,N,N,N,,경기도 남양주시청,031-590-2114,2024-08-23
41360.0,남양주시,경기도,남양주시,시도,,순화궁로,2,,경기도 남양주시 별내동 976,37.65053065,127.1287089,3,1,Y,1557,1,4,3,녹색+황색+적색/녹색화살표,82+4+92,2,3,1,N,00:00,00:00,N,N,N,,경기도 남양주시청,031-590-2114,2024-08-23
41360.0,남양주시,경기도,남양주시,시도,,가운로,1,,경기도 남양주시 다산동 723,37.60040315,127.1568784,3,1,Y,903,1,1,1,황색,0,2,3,1,Y,00:00,23:59,N,Y,Y,,경기도 남양주시청,031-590-2114,2024-08-23
41360.0,남양주시,경기도,남양주시,시도,,가운로,1,,경기도 남양주시 다산동 723,37.60040315,127.1568784,3,1,Y,907,1,4,5,녹색+황색+적색/녹색화살표+적색/황색+적색,32+4+10+4+29,2,3,1,Y,01:00,05:00,N,Y,N,,경기도 남양주시청,031-590-2114,2024-08-23
41360.0,남양주시,경기도,남양주시,시도,,가운로,2,,경기도 남양주시 다산동 723,37.60040315,127.1568784,3,1,N,912,1,1,1,황색,0,2,3,1,Y,00:00,23:59,N,Y,Y,,경기도 남양주시청,031-590-2114,2024-08-23
41360.0,남양주시,경기도,남양주시,지방도,383번,진건오남로,1,,경기도 남양주시 진접읍 연평리 66-19,37.71238531,127.1833066,3,2,Y,3281,1,4,5,녹색+황색+녹색화살표+황색+적색,105+4+15+4+32,2,3,1,Y,00:00,05:00,N,Y,Y,,경기도 남양주시청,031-590-2114,2024-08-23
