발생년월일시,주야,요일,district,사고유형_대분류,가해자법규위반,X_coord,Y_coord
2021-07-29 14:00,주,목,강서구,차대사람,기타,126.8420916,37.56816359
2021-08-05 12:00,주,목,동대문구,차대사람,보행자 보호의무 위반,127.0386755,37.58656177
2021-08-07 11:00,주,토,동대문구,차대사람,안전운전 의무 불이행,127.0755294,37.57204593
2021-08-11 17:00,주,수,마포구,차대사람,교차로 통행방법 위반,126.9530978,37.54792694
2021-08-18 04:00,야,수,강서구,차대사람,안전운전 의무 불이행,126.8529779,37.55719133
2021-08-21 14:00,주,토,동대문구,차대사람,보행자 보호의무 위반,127.0676938,37.60127522
2021-08-22 18:00,야,일,송파구,차대사람,안전운전 의무 불이행,127.1305971,37.50598144
2021-08-26 22:00,야,목,도봉구,차대사람,안전운전 의무 불이행,127.0308169,37.64503595
2021-08-29 21:00,야,일,송파구,차대사람,안전운전 의무 불이행,127.117136,37.49433805
2021-09-07 00:00,야,화,강남구,차대사람,기타,127.0570183,37.52064499
2021-09-07 19:00,야,화,동대문구,차대사람,보행자 보호의무 위반,127.0678497,37.59392081
2021-09-07 21:00,야,화,관악구,차대사람,안전운전 의무 불이행,126.943054,37.48232547
2021-09-15 15:00,주,수,동대문구,차대사람,보행자 보호의무 위반,127.0728224,37.57213261
2021-09-16 22:00,야,목,중랑구,차대사람,안전운전 의무 불이행,127.0936886,37.58963204
2021-09-17 09:00,주,금,성동구,차대사람,신호위반,127.0447086,37.56954252
2021-09-17 13:00,주,금,성동구,차대사람,기타,127.020078,37.53794277
2021-09-17 16:00,주,금,강북구,차대사람,안전운전 의무 불이행,127.0319541,37.63524563
2021-09-21 03:00,야,화,광진구,차대사람,기타,127.0727231,37.55779448
2021-09-25 12:00,주,토,금천구,차대사람,보행자 보호의무 위반,126.8993275,37.4713842
2021-09-25 19:00,야,토,영등포구,차대사람,안전운전 의무 불이행,126.8973746,37.52386281
2021-09-30 12:00,주,목,금천구,차대사람,보행자 보호의무 위반,126.8946153,37.47373072
2021-09-30 16:00,주,목,동대문구,차대사람,안전운전 의무 불이행,127.0368729,37.5767769
2021-10-02 23:00,야,토,강남구,차대사람,안전운전 의무 불이행,127.0164622,37.52415623
2021-10-05 19:00,야,화,강동구,차대사람,신호위반,127.1443762,37.55451496
2021-10-12 15:00,주,화,금천구,차대사람,안전운전 의무 불이행,126.9015746,37.45477454
2021-10-22 18:00,야,금,양천구,차대사람,안전운전 의무 불이행,126.8351862,37.51567567
2021-10-23 02:00,야,토,서대문구,차대사람,기타,126.9455474,37.58758698
2021-10-23 06:00,주,토,영등포구,차대사람,안전운전 의무 불이행,126.9029247,37.50110211
2021-10-27 19:00,야,수,강서구,차대사람,안전운전 의무 불이행,126.8010165,37.59408433
2021-10-27 22:00,야,수,금천구,차대사람,기타,126.8969704,37.46635163
2021-10-27 23:00,야,수,강동구,차대사람,기타,127.1439911,37.55169436
2021-10-28 10:00,주,목,금천구,차대사람,안전운전 의무 불이행,126.9047707,37.46094697
2021-10-29 10:00,주,금,송파구,차대사람,안전운전 의무 불이행,127.1269009,37.46887871
2021-11-07 05:00,야,일,동대문구,차대사람,안전운전 의무 불이행,127.0685688,37.56745086
2021-11-08 07:00,주,월,강동구,차대사람,안전운전 의무 불이행,127.1245611,37.54546892
2021-11-12 14:00,주,금,강동구,차대사람,보행자 보호의무 위반,127.1715777,37.55707788
2021-11-12 22:00,야,금,성동구,차대사람,안전운전 의무 불이행,127.0653179,37.55007891
2021-11-15 07:00,주,월,서초구,차대사람,안전운전 의무 불이행,127.0418309,37.48168981
2021-11-16 06:00,주,화,광진구,차대사람,안전운전 의무 불이행,127.0692914,37.54026873
2021-11-16 19:00,야,화,금천구,차대사람,기타,126.9021577,37.4795288
2021-11-22 00:00,야,월,종로구,차대사람,안전운전 의무 불이행,126.9727291,37.57183885
2021-11-22 05:00,야,월,양천구,차대사람,안전운전 의무 불이행,126.8471765,37.52265589
2021-12-01 17:00,주,수,중구,차대사람,안전운전 의무 불이행,127.0122737,37.55440552
2021-12-03 18:00,야,금,용산구,차대사람,기타,126.9836543,37.51969897
2021-12-09 19:00,야,목,성북구,차대사람,안전운전 의무 불이행,127.0488137,37.61359711
2021-12-09 22:00,야,목,영등포구,차대사람,안전운전 의무 불이행,126.9059891,37.52558026
2021-12-13 19:00,야,월,중랑구,차대사람,안전운전 의무 불이행,127.0899198,37.61795729
2021-12-14 13:00,주,화,은평구,차대사람,안전운전 의무 불이행,126.9100827,37.5992136
2021-12-15 06:00,주,수,강북구,차대사람,안전운전 의무 불이행,127.0448721,37.62822967
2021-12-15 07:00,주,수,관악구,차대사람,안전운전 의무 불이행,126.9251741,37.49000683
2021-12-19 06:00,주,일,관악구,차대사람,안전운전 의무 불이행,126.9237833,37.48977922
2021-12-19 09:00,주,일,서초구,차대사람,신호위반,127.0426014,37.46568729
2021-12-21 06:00,주,화,강남구,차대사람,안전운전 의무 불이행,127.1173392,37.46603316
2021-12-25 04:00,야,토,마포구,차대사람,안전운전 의무 불이행,126.909634,37.54988987
2021-12-25 04:00,야,토,마포구,차대사람,안전운전 의무 불이행,126.9070553,37.56243269
2021-12-27 23:00,야,월,동작구,차대사람,안전운전 의무 불이행,126.907914,37.49049845
2021-12-30 21:00,야,목,동작구,차대사람,안전운전 의무 불이행,126.905542,37.48777526
2023-01-15 22:00,야,일,종로구,차대사람,신호위반,126.9897375,37.57026413
2023-01-19 20:00,야,목,동대문구,차대사람,안전운전 의무 불이행,127.0648659,37.59471205
2023-01-19 23:00,야,목,광진구,차대사람,안전운전 의무 불이행,127.0851724,37.54439971
2023-01-20 02:00,야,금,영등포구,차대사람,안전운전 의무 불이행,126.8991402,37.52723114
2023-01-20 21:00,야,금,도봉구,차대사람,안전운전 의무 불이행,127.0423445,37.66156035
2023-01-25 12:00,주,수,종로구,차대사람,기타,127.0159841,37.57063605
2023-01-28 19:00,야,토,강북구,차대사람,안전운전 의무 불이행,127.0269102,37.62457169
2023-02-01 16:00,주,수,마포구,차대사람,안전운전 의무 불이행,126.9569794,37.54812513
2023-02-10 08:00,주,금,광진구,차대사람,보행자 보호의무 위반,127.1075752,37.54651334
2023-02-11 01:00,야,토,성북구,차대사람,안전운전 의무 불이행,127.016858,37.59137059
2023-02-11 02:00,야,토,양천구,차대사람,안전운전 의무 불이행,126.8493475,37.52808498
2023-02-13 10:00,주,월,동작구,차대사람,보행자 보호의무 위반,126.925748,37.51241009
2023-02-26 12:00,주,일,관악구,차대사람,보행자 보호의무 위반,126.9624997,37.47770053
2023-02-26 23:00,야,일,송파구,차대사람,안전운전 의무 불이행,127.1108299,37.50837869
2023-03-01 19:00,야,수,동대문구,차대사람,기타,127.0644244,37.56160391
2023-03-02 23:00,야,목,강남구,차대사람,안전운전 의무 불이행,127.0355271,37.51627288
2023-03-04 23:00,야,토,도봉구,차대사람,기타,127.0345571,37.64855967
2023-03-11 22:00,야,토,성동구,차대사람,안전운전 의무 불이행,127.0556953,37.56339211
2023-03-12 13:00,주,일,강북구,차대사람,안전운전 의무 불이행,127.0282668,37.63583484
2023-03-12 19:00,야,일,마포구,차대사람,안전운전 의무 불이행,126.9129196,37.56399429
2023-03-13 16:00,주,월,강서구,차대사람,안전운전 의무 불이행,126.8393413,37.56031558
2023-03-21 11:00,주,화,금천구,차대사람,안전운전 의무 불이행,126.9037978,37.47808591
2023-03-26 23:00,야,일,금천구,차대사람,신호위반,126.9032868,37.47123301
2023-03-29 03:00,야,수,은평구,차대사람,안전운전 의무 불이행,126.9173611,37.61157106
2023-04-01 20:00,야,토,은평구,차대사람,안전운전 의무 불이행,126.910123,37.59554535
2023-04-02 00:00,야,일,금천구,차대사람,안전운전 의무 불이행,126.883561,37.4688423
2023-04-14 23:00,야,금,강서구,차대사람,안전운전 의무 불이행,126.8120692,37.5734726
2023-04-15 03:00,야,토,강남구,차대사람,기타,127.0681874,37.50008221
2023-04-15 14:00,주,토,관악구,차대사람,신호위반,126.9357105,37.47413243
2023-04-19 15:00,주,수,강북구,차대사람,안전운전 의무 불이행,127.0280897,37.61904218
2023-04-21 00:00,야,금,종로구,차대사람,안전운전 의무 불이행,126.9921914,37.57077046
2023-04-23 01:00,야,일,동대문구,차대사람,안전운전 의무 불이행,127.0419099,37.57536342
2023-05-01 02:00,야,월,서초구,차대사람,안전운전 의무 불이행,126.9889887,37.50578722
2023-05-02 20:00,야,화,용산구,차대사람,안전운전 의무 불이행,127.0010285,37.52596596
2023-05-05 08:00,주,금,성북구,차대사람,안전운전 의무 불이행,127.0527192,37.6085203
2023-05-15 23:00,야,월,서초구,차대사람,기타,126.9966694,37.51445519
2023-05-26 14:00,주,금,동작구,차대사람,중앙선 침범,126.9360642,37.51283836
2023-05-31 22:00,야,수,성북구,차대사람,안전운전 의무 불이행,127.036177,37.5903845
2023-06-07 17:00,주,수,은평구,차대사람,안전운전 의무 불이행,126.9179932,37.60605799
2023-06-08 09:00,주,목,동작구,차대사람,안전운전 의무 불이행,126.949335,37.50387842
2023-06-12 13:00,주,월,성북구,차대사람,기타,127.0156891,37.5899597
2023-06-15 03:00,야,목,구로구,차대사람,신호위반,126.8471652,37.50187071
2023-06-15 21:00,야,목,마포구,차대사람,기타,126.9129759,37.56403063
2023-06-20 09:00,주,화,은평구,차대사람,안전운전 의무 불이행,126.9060985,37.58026547
2023-06-28 00:00,야,수,도봉구,차대사람,기타,127.0450482,37.67739823
2023-06-29 05:00,야,목,중랑구,차대사람,신호위반,127.0797141,37.58103834
2023-07-07 23:00,야,금,동작구,차대사람,안전운전 의무 불이행,126.9822968,37.4885061
2023-07-12 04:00,야,수,강서구,차대사람,기타,126.8262297,37.55532015
2023-07-13 23:00,야,목,용산구,차대사람,안전운전 의무 불이행,126.9692291,37.53045126
2023-07-19 01:00,야,수,강남구,차대사람,안전운전 의무 불이행,127.1003679,37.48850479
2023-08-04 02:00,야,금,관악구,차대사람,안전운전 의무 불이행,126.926165,37.4845332
2023-08-05 15:00,주,토,강북구,차대사람,보행자 보호의무 위반,127.0378723,37.62760758
2023-08-06 01:00,야,일,은평구,차대사람,안전운전 의무 불이행,126.9303234,37.61002095
2023-08-08 07:00,주,화,강서구,차대사람,안전운전 의무 불이행,126.8149326,37.56747732
2023-08-08 21:00,야,화,중랑구,차대사람,안전운전 의무 불이행,127.0775281,37.61112647
2023-08-27 21:00,야,일,종로구,차대사람,안전운전 의무 불이행,126.9875037,37.577312
2023-09-05 15:00,주,화,송파구,차대사람,안전운전 의무 불이행,127.1105342,37.50213128
2023-09-08 23:00,야,금,종로구,차대사람,안전운전 의무 불이행,127.0137418,37.57240249
2023-09-12 13:00,주,화,동대문구,차대사람,안전운전 의무 불이행,127.0497832,37.57870165
2023-09-14 03:00,야,목,동작구,차대사람,안전운전 의무 불이행,126.922729,37.50624814
2023-09-16 14:00,주,토,영등포구,차대사람,안전운전 의무 불이행,126.9166314,37.51341999
2023-09-23 19:00,야,토,강남구,차대사람,안전운전 의무 불이행,127.0361573,37.51135395
2023-10-11 05:00,야,수,노원구,차대사람,안전운전 의무 불이행,127.0684666,37.63615097
2023-10-13 10:00,주,금,노원구,차대사람,안전운전 의무 불이행,127.0661987,37.6499872
2023-10-13 23:00,야,금,송파구,차대사람,안전운전 의무 불이행,127.0958627,37.50588574
2023-10-20 09:00,주,금,마포구,차대사람,안전운전 의무 불이행,126.8981726,37.57580875
2023-10-24 07:00,주,화,노원구,차대사람,안전운전 의무 불이행,127.0729997,37.64019645
2023-10-24 17:00,주,화,서초구,차대사람,기타,127.0365523,37.48222356
2023-10-27 11:00,주,금,영등포구,차대사람,안전운전 의무 불이행,126.9010322,37.51849765
2023-10-30 08:00,주,월,관악구,차대사람,안전운전 의무 불이행,126.9568088,37.48734608
2023-11-05 06:00,주,일,노원구,차대사람,보행자 보호의무 위반,127.066755,37.6556857
2023-11-06 09:00,주,월,성동구,차대사람,안전운전 의무 불이행,127.0519774,37.56594691
2023-11-09 15:00,주,목,성북구,차대사람,보행자 보호의무 위반,127.0140108,37.61115239
2023-11-19 19:00,야,일,송파구,차대사람,안전운전 의무 불이행,127.1150586,37.49132977
2023-11-21 23:00,야,화,중구,차대사람,안전운전 의무 불이행,126.9734934,37.55817785
2023-11-29 15:00,주,수,도봉구,차대사람,안전운전 의무 불이행,127.0446298,37.69019552
2023-11-29 18:00,야,수,중구,차대사람,안전운전 의무 불이행,126.9770013,37.56817135
2023-11-30 20:00,야,목,종로구,차대사람,안전운전 의무 불이행,126.9766818,37.57013487
2023-12-06 21:00,야,수,강남구,차대사람,안전운전 의무 불이행,127.0461551,37.47849314
2023-12-07 17:00,주,목,성동구,차대사람,안전운전 의무 불이행,127.0427324,37.57049031
2023-12-08 17:00,주,금,은평구,차대사람,신호위반,126.9105181,37.6143853
2023-12-09 11:00,주,토,서대문구,차대사람,안전운전 의무 불이행,126.948218,37.5863917
2023-12-15 23:00,야,금,송파구,차대사람,기타,127.1238769,37.48333604
2023-12-16 10:00,주,토,마포구,차대사람,안전운전 의무 불이행,126.9487116,37.54093912
2023-12-22 08:00,주,금,동대문구,차대사람,안전운전 의무 불이행,127.0650723,37.57091724
2023-12-27 10:00,주,수,중구,차대사람,신호위반,126.9829098,37.56852187
2023-12-30 05:00,야,토,노원구,차대사람,안전운전 의무 불이행,127.0601063,37.64504334
,야,토,서대문구,차대사람,,126.9630803,37.55992824
,야,일,관악구,차대사람,,126.9524051,37.48008785
,야,월,구로구,차대사람,,126.8450626,37.49649604
,야,화,용산구,차대사람,,126.9778201,37.54820111
,야,화,영등포구,차대사람,,126.9086183,37.49930101
,야,수,서초구,차대사람,,126.9824632,37.4857036
,야,금,중구,차대사람,,126.9958365,37.56423328
,야,토,송파구,차대사람,,127.1002465,37.51340898
,야,토,구로구,차대사람,,126.8777451,37.50468574
,야,토,성동구,차대사람,,127.034594,37.54078605
,야,목,서대문구,차대사람,,126.9253906,37.56637211
,주,금,영등포구,차대사람,,126.9188712,37.52662682
,야,금,영등포구,차대사람,,126.8991828,37.52729174
,야,토,서초구,차대사람,,126.9987576,37.47968066
,주,토,구로구,차대사람,,126.8623821,37.49653671
,주,토,동대문구,차대사람,,127.0646519,37.59450395
,주,토,금천구,차대사람,,126.8870883,37.45649401
,주,월,은평구,차대사람,,126.9204529,37.60152734
,야,월,강북구,차대사람,,127.0210496,37.61954561
,야,화,강동구,차대사람,,127.1426825,37.53410497
,주,화,금천구,차대사람,,126.9052674,37.45819131
,주,목,강남구,차대사람,,127.1023688,37.48683231
,주,수,성북구,차대사람,,127.0578547,37.61566026
,주,수,성북구,차대사람,,127.0568749,37.61654891
,야,토,금천구,차대사람,,126.9033607,37.47473967
,주,일,노원구,차대사람,,127.0712238,37.63759415
,주,일,동대문구,차대사람,,127.0406506,37.58126235
,주,수,관악구,차대사람,,126.9302652,37.48826664
,주,목,송파구,차대사람,,127.114521,37.52987917
,야,목,강남구,차대사람,,127.0184615,37.51999925
,주,토,종로구,차대사람,,126.9983512,37.58602953
,주,월,은평구,차대사람,,126.9123792,37.58665136
,야,화,구로구,차대사람,,126.8563337,37.48685041
,야,수,강북구,차대사람,,127.0250479,37.62943955
,야,금,동대문구,차대사람,,127.0533424,37.5743887
,야,일,도봉구,차대사람,,127.0346376,37.64838873
,주,수,영등포구,차대사람,,126.8854126,37.52166227
,야,수,영등포구,차대사람,,126.9093585,37.50587558
,주,토,서대문구,차대사람,,126.965596,37.56691247
,야,월,은평구,차대사람,,126.9129336,37.58816838
,야,화,성북구,차대사람,,127.0499067,37.6164955
,야,목,구로구,차대사람,,126.892393,37.48141691
,주,토,강북구,차대사람,,127.0124472,37.62503559
,야,월,용산구,차대사람,,126.969821,37.54914793
,주,월,송파구,차대사람,,127.1261501,37.49927935
,야,일,강남구,차대사람,,127.0331826,37.52624165
,주,월,강남구,차대사람,,127.0529895,37.5045505
,주,토,강동구,차대사람,,127.1348826,37.5367311
,야,금,강남구,차대사람,,127.0536886,37.4808059
,야,금,강북구,차대사람,,127.0120494,37.65814004
,야,월,강북구,차대사람,,127.0099423,37.65960949
,야,목,강남구,차대사람,,127.0526724,37.51407665
,주,목,용산구,차대사람,,126.9725636,37.55354978
,야,목,강서구,차대사람,,126.8686609,37.54888472
,야,금,송파구,차대사람,,127.1008255,37.51346592
,야,토,마포구,차대사람,,126.9345556,37.55379751
,야,화,마포구,차대사람,,126.899689,37.56606394
,야,수,구로구,차대사람,,126.8562381,37.48771609
,야,목,강동구,차대사람,,127.1323412,37.54022949
,야,목,서초구,차대사람,,127.0349948,37.4835154
,야,토,은평구,차대사람,,126.915393,37.6053511
,주,화,강남구,차대사람,,127.0985829,37.49020232
,야,금,영등포구,차대사람,,126.9044422,37.50234463
,야,금,강서구,차대사람,,126.8521316,37.56339694
,주,토,마포구,차대사람,,126.9201861,37.56435469
,주,월,서대문구,차대사람,,126.9417508,37.59092208
,야,토,양천구,차대사람,,126.8793531,37.5468593
,야,일,강북구,차대사람,,127.011609,37.64576289
,야,수,서초구,차대사람,,127.0727496,37.45786091
,주,목,광진구,차대사람,,127.0861652,37.56958696
,야,목,용산구,차대사람,,126.9677891,37.5298553
,주,토,강서구,차대사람,,126.8436082,37.5592127
,주,일,구로구,차대사람,,126.8934557,37.47868225
,주,월,도봉구,차대사람,,127.0288323,37.66294028
,야,화,금천구,차대사람,,126.9030321,37.434988
,야,수,관악구,차대사람,,126.9512726,37.48647322
,야,토,광진구,차대사람,,127.0869469,37.56336137
,야,수,성북구,차대사람,,127.022233,37.60231856
,야,목,서대문구,차대사람,,126.9133181,37.58247381
,주,목,송파구,차대사람,,127.1164769,37.49492181
,주,금,성북구,차대사람,,127.0135442,37.61146594
,주,화,강동구,차대사람,,127.1699104,37.54544216
,야,화,구로구,차대사람,,126.8926059,37.47886717
,주,목,성북구,차대사람,,127.0136045,37.60220039
,주,일,강동구,차대사람,,127.1256935,37.54540041
,주,금,성북구,차대사람,,127.0194195,37.59465293
,야,토,광진구,차대사람,,127.0671675,37.53563702
,야,일,도봉구,차대사람,,127.039617,37.65158097
,주,월,도봉구,차대사람,,127.0452789,37.67118894
,야,목,송파구,차대사람,,127.1223301,37.51422979
,야,금,영등포구,차대사람,,126.8978058,37.48766398
,주,월,중랑구,차대사람,,127.0931751,37.59449755
,주,월,은평구,차대사람,,126.8938223,37.5829792
,야,토,동작구,차대사람,,126.9462173,37.50473816
,야,월,금천구,차대사람,,126.9051156,37.45880347
,야,목,강동구,차대사람,,127.1698313,37.54540588
,야,목,영등포구,차대사람,,126.8897293,37.52103568
,야,월,송파구,차대사람,,127.1224496,37.48599953
,주,목,서초구,차대사람,,127.0209369,37.49034563
,야,토,동대문구,차대사람,,127.0640423,37.56305367
,야,화,은평구,차대사람,,126.9037088,37.58012904
,주,금,종로구,차대사람,,126.9764837,37.5725496
,야,일,성동구,차대사람,,127.0309185,37.56373793
,야,월,강동구,차대사람,,127.1734424,37.54800281
,야,월,종로구,차대사람,,126.9894432,37.57024484
,야,화,영등포구,차대사람,,126.8965816,37.53436579
,야,금,용산구,차대사람,,127.0068518,37.53189428
,야,금,중랑구,차대사람,,127.0774538,37.61223486
,야,토,광진구,차대사람,,127.0827957,37.56462669
,주,수,강북구,차대사람,,127.0338313,37.61413467
,야,화,용산구,차대사람,,126.9715794,37.54943433
,주,목,금천구,차대사람,,126.8853558,37.45956766
,야,일,강동구,차대사람,,127.1285313,37.55297173
,야,월,관악구,차대사람,,126.9468275,37.48182853
,주,수,성동구,차대사람,,127.0246283,37.55754754
,야,토,종로구,차대사람,,126.9894423,37.57038003
,야,토,강서구,차대사람,,126.8270025,37.55372919
,주,토,은평구,차대사람,,126.9159824,37.58647095
,야,토,영등포구,차대사람,,126.9163357,37.51796135
,야,일,송파구,차대사람,,127.1031136,37.49976305
,주,월,중구,차대사람,,126.9979018,37.56862263
,야,화,광진구,차대사람,,127.0797522,37.57023131
,야,화,강북구,차대사람,,127.0180964,37.62942128
,야,화,용산구,차대사람,,126.9705878,37.53197163
,야,목,용산구,차대사람,,126.9666563,37.53413521
,야,토,중구,차대사람,,126.9861422,37.56612938
,야,일,마포구,차대사람,,126.9622982,37.55152953
,야,금,도봉구,차대사람,,127.0441231,37.67291503
,야,토,강동구,차대사람,,127.1187089,37.5409434
,주,토,강서구,차대사람,,126.8601676,37.53199285
,주,일,영등포구,차대사람,,126.9071243,37.50940671
,주,월,강서구,차대사람,,126.8490513,37.53350945
,주,화,광진구,차대사람,,127.0644994,37.54289212
,야,목,종로구,차대사람,,126.9846983,37.57026929
,주,목,서초구,차대사람,,127.0167454,37.48427142
,주,월,강남구,차대사람,,127.1056948,37.48868494
,야,화,중랑구,차대사람,,127.0902699,37.59752504
,주,수,중랑구,차대사람,,127.0998837,37.61303411
,야,일,용산구,차대사람,,126.9692935,37.55170539
,야,월,양천구,차대사람,,126.8778755,37.52033387
,야,토,서초구,차대사람,,127.0257369,37.48439799
,주,일,서대문구,차대사람,,126.9417784,37.59177848
,야,월,강남구,차대사람,,127.0455808,37.49675251
,주,월,은평구,차대사람,,126.946348,37.65835471
,주,화,관악구,차대사람,,126.9168659,37.48908459
,야,토,노원구,차대사람,,127.0668516,37.62929487
,주,목,영등포구,차대사람,,126.9084505,37.4961905
,주,금,중구,차대사람,,126.9780186,37.56032512
,주,금,마포구,차대사람,,126.9129464,37.54902307
,야,금,관악구,차대사람,,126.9567389,37.49059155
,야,금,중구,차대사람,,126.9687703,37.56799039
,야,일,강북구,차대사람,,127.0394081,37.63216535
,야,화,구로구,차대사람,,126.9028644,37.4845259
,야,화,관악구,차대사람,,126.9565359,37.49067084
,주,목,노원구,차대사람,,127.0554219,37.68165603
,야,목,강동구,차대사람,,127.1313886,37.53829762
,주,금,은평구,차대사람,,126.9198648,37.58972591
,야,일,구로구,차대사람,,126.8923175,37.49911012
,주,화,강동구,차대사람,,127.1541694,37.54912871
,주,수,노원구,차대사람,,127.0669102,37.65629917
,주,목,영등포구,차대사람,,126.8988761,37.53757728
,주,목,양천구,차대사람,,126.8228691,37.5350838
,주,금,강동구,차대사람,,127.170324,37.56204626
,주,금,관악구,차대사람,,126.9799835,37.47628252
,야,토,광진구,차대사람,,127.093416,37.54811492
,야,토,구로구,차대사람,,126.8464901,37.50144335
,주,토,양천구,차대사람,,126.8309006,37.53941096
,야,토,동대문구,차대사람,,127.0532651,37.59112642
,야,일,마포구,차대사람,,126.9060519,37.56046272
,야,일,은평구,차대사람,,126.9246705,37.61579814
,야,목,구로구,차대사람,,126.8924026,37.50675403
,주,목,금천구,차대사람,,126.9003497,37.45100966
,야,토,서초구,차대사람,,126.9816491,37.47911109
,야,일,구로구,차대사람,,126.8892999,37.49456976
,야,화,서초구,차대사람,,126.9997271,37.50051518
,주,화,동대문구,차대사람,,127.0727887,37.56415825
,야,목,종로구,차대사람,,126.9851762,37.57650869
,야,목,노원구,차대사람,,127.0705366,37.63094878
,야,목,서초구,차대사람,,126.9987457,37.47977976
,주,목,성북구,차대사람,,127.010872,37.60254963
,주,금,중랑구,차대사람,,127.0931712,37.58064383
,주,금,강서구,차대사람,,126.8508967,37.56739212
,주,월,양천구,차대사람,,126.8369345,37.522707
,야,수,영등포구,차대사람,,126.9314235,37.51899939
,야,수,은평구,차대사람,,126.9295779,37.61076005
,야,수,영등포구,차대사람,,126.8993026,37.53097256
,주,월,강동구,차대사람,,127.1743563,37.5461215
,야,화,영등포구,차대사람,,126.9102169,37.50375538
,야,화,강남구,차대사람,,127.0493076,37.50535675
,야,금,중구,차대사람,,126.99168,37.5610337
,야,월,금천구,차대사람,,126.9124205,37.45006978
,주,화,마포구,차대사람,,126.9550789,37.55726506
,주,수,강북구,차대사람,,127.0408534,37.61646062
,주,수,은평구,차대사람,,126.9189772,37.61646427
,야,수,영등포구,차대사람,,126.9182525,37.51448257
,야,금,중구,차대사람,,126.9822471,37.56447191
,주,토,동대문구,차대사람,,127.037363,37.57810381
,주,화,영등포구,차대사람,,126.8919678,37.53245831
,주,목,서초구,차대사람,,126.9895885,37.49246775
,주,목,구로구,차대사람,,126.8919726,37.49699918
,야,금,관악구,차대사람,,126.9296189,37.4840001
,야,일,중구,차대사람,,126.9924391,37.56096486
,야,목,동대문구,차대사람,,127.0373471,37.58799152
,야,목,영등포구,차대사람,,126.9021705,37.51481689
,야,금,성북구,차대사람,,127.0585912,37.6118233
,주,월,종로구,차대사람,,126.9849063,37.5762371
,야,수,도봉구,차대사람,,127.0455278,37.68057277
,야,수,강동구,차대사람,,127.1320899,37.53610049
,야,수,송파구,차대사람,,127.0942873,37.49802048
,주,목,서대문구,차대사람,,126.9179144,37.57108556
2022-01-02 06:00,주,일,서대문구,차대사람,안전운전 의무 불이행,126.93618244,37.57980009
2022-01-03 18:00,야,월,영등포구,차대사람,안전운전 의무 불이행,126.90092698,37.50759076
2022-01-05 04:00,야,수,동작구,차대사람,안전운전 의무 불이행,126.97235132,37.48404544
2022-01-05 06:00,주,수,동작구,차대사람,보행자 보호의무 위반,126.97997878,37.47695852
2022-01-06 21:00,야,목,성동구,차대사람,신호위반,127.01417244,37.54619303
2022-01-12 09:00,주,수,강서구,차대사람,안전운전 의무 불이행,126.85551095,37.56411848
2022-01-12 13:00,주,수,양천구,차대사람,신호위반,126.83708122,37.51635332
2022-01-27 21:00,야,목,강동구,차대사람,안전운전 의무 불이행,127.13230595,37.54280725
2022-01-29 21:00,야,토,은평구,차대사람,기타,126.92521732,37.60364175
2022-01-30 21:00,야,일,구로구,차대사람,안전운전 의무 불이행,126.88007881,37.49200695
2022-02-04 06:00,주,금,양천구,차대사람,안전운전 의무 불이행,126.86369361,37.52994781
2022-02-07 22:00,야,월,동작구,차대사람,안전운전 의무 불이행,126.93964324,37.50784387
2022-02-11 01:00,야,금,강남구,차대사람,안전운전 의무 불이행,127.07262264,37.49207623
2022-02-11 21:00,야,금,관악구,차대사람,안전운전 의무 불이행,126.9055118,37.48159181
2022-02-16 06:00,주,수,강서구,차대사람,안전운전 의무 불이행,126.86801211,37.54930488
2022-02-22 00:00,야,화,중랑구,차대사람,안전운전 의무 불이행,127.10197513,37.61605167
2022-02-23 04:00,야,수,마포구,차대사람,안전운전 의무 불이행,126.90783625,37.56819621
2022-02-25 05:00,야,금,구로구,차대사람,안전운전 의무 불이행,126.88763057,37.49674239
2022-02-25 09:00,주,금,동작구,차대사람,보행자 보호의무 위반,126.93537162,37.50564225
2022-02-25 18:00,야,금,중구,차대사람,안전운전 의무 불이행,126.97424335,37.55456678
2022-03-05 00:00,야,토,중랑구,차대사람,안전운전 의무 불이행,127.09841652,37.59931968
2022-03-12 20:00,야,토,강동구,차대사람,안전운전 의무 불이행,127.14174416,37.54097947
2022-03-24 23:00,야,목,도봉구,차대사람,신호위반,127.05350908,37.65262584
2022-04-01 19:00,야,금,광진구,차대사람,기타,127.06231667,37.53286099
2022-04-06 05:00,야,수,강북구,차대사람,기타,127.02901638,37.64098448
2022-04-07 01:00,야,목,강남구,차대사람,기타,127.04011999,37.50911605
2022-04-10 11:00,주,일,송파구,차대사람,신호위반,127.14550044,37.49831145
2022-04-10 14:00,주,일,강서구,차대사람,안전운전 의무 불이행,126.83292524,37.54338833
2022-04-14 14:00,주,목,마포구,차대사람,보행자 보호의무 위반,126.94747337,37.54000494
2022-04-14 14:00,주,목,서초구,차대사람,보행자 보호의무 위반,127.01146127,37.50887481
2022-04-18 01:00,야,월,강서구,차대사람,기타,126.84993115,37.55210905
2022-04-24 03:00,야,일,노원구,차대사람,기타,127.05515087,37.67576029
2022-04-24 04:00,야,일,성북구,차대사람,안전운전 의무 불이행,127.06383799,37.60973366
2022-04-28 11:00,주,목,금천구,차대사람,안전운전 의무 불이행,126.90344717,37.466709
2022-04-29 21:00,야,금,성동구,차대사람,안전운전 의무 불이행,127.0538072,37.53633542
